,lextype,id,woi,senseid,context
9759,promise-v,801321,promised,537527,"Every string will be pulled among former members, both in and out of the army, and each unit will make extravagant claims about its own strengths and others' weaknesses, and about the low motives which have hitherto protected the latter.  Why not abolish the Gurkhas (`they can't handle sophisticated kit &dash. the trouble is we've promised the King of Nepal we'll keep them""), or put the Household Cavalry (`a bunch of amateurs"") out to grass, or scrap a few of the 40 remaining frigates and destroyers (`sitting ducks, but the Navy loves holding cocktail parties on the afterdeck, submarines aren't much good for that, women hate going up and down the ladders""), or do anything but kill the Loamshires."
9760,promise-v,801322,promising,537527,"Politically, Mr Santos is harder to attack &dash. he prides himself on understanding nothing of politics or economics and having no manifesto.  `I have an inner force: call it mystical, esoteric, theological, whatever you like,"" he said, promising that once elected he would surround himself with `well-intentioned men"" to solve all the nation's problems."
9761,promise-v,801324,promised,537527,"How seriously the 14 members of the investigation commission will approach their task remains to be seen, they themselves being products of the system.  Meanwhile, Mr Modrow, who promised that honesty, modesty and competence would be among the guidelines of his new government, has been setting an entirely new personal style."
9762,promise-v,801325,promised,537527,"In England Rosalind Belben's Is Beauty Good (Serpent's Tail #6.95) and Roger Moss's The Miraculous Birth, Secret Life and Lamentable Death of Mr Chinn (Peter Halban #9.95), as well as the posthumous appearance of Thomas Bernhard's Old Masters (Quartet #11.95).  In France too a fine novelist spoke to us from beyond the grave, when Georges Perec's unfinished last novel, 53 Jours (Pol #14.90) was published, along with many of his working notes, in an edition by Harry Matthews and Jacques Roubaud. Roubaud himself finally produced the book that his great and varied talent had always promised, Le Grand Incendie de Londres (Seuil #13.95), a beautifully controlled examination of the effect on him of his wife's death and of the failure of his literary ambitions."
9763,promise-v,801326,promises,537563,"Harwell departments have also been asked to turn out surplus or out-of-date text books, reports, dictionaries and other useful literature.  SINCE there are literally millions of fans of Coronation Street, a book that promises `the inside story"" of the thrice-weekly soap opera will doubtless sell well. It's just a pity that Bill Podmore's Coronation Street (Macdonald, #9.95) isn't the book it promises to be."
9764,promise-v,801328,promised,537527,"Fourteen of the 27 people injured were in Waverney Hospital in Ballymena today.  None, except the two young boys, was serious and a hospital spokesman said it was expected several would be discharged later today. British Rail today promised a thorough investigation into a train crash in which seven people were injured, one seriously."
9765,promise-v,801330,promising,537527,Jo had smiled and said nothing.  Her mother had been promising more time in the future all her life.
9766,promise-v,801331,promised,537527,"The spectre of separatist violence was dimmed by political initiatives that gave temporary respite to the Sikhs of Punjab, the Gurkhas of Darjeeling and the hill tribes of Assam.  Neighbouring Sri Lanka was also promised peace."
9767,promise-v,801332,promises,537527,"Rarely, however, have these two benefits been so effectively  combined as in the new DOUBLE PAYOUT PLAN from Reader's Digest.  Traditionally, life insurance policies have been geared to either  protection or investment, rarely to both. But DOUBLE PAYMENT, specially developed for Reader's Digest by  Guardian Royal Exchange, promises you full-cover life insurance  and a generous cash sum &dash. either on your 65th birthday or  after ten years, whichever is later."
9768,promise-v,801333,promised,537527,"By the summer of 1944 reverses on the Eastern Front had fostered growing doubts within the SS regarding Germany's Ost policy.  Finally Himmler himself summoned Vlasov, and promised his aid in the creation of a liberation army."
9769,promise-v,801334,promised,537527,Of course the Act didn't give the Quebec nationalists all they wanted.  But Trudeau never promised it would.
9770,promise-v,801335,promising,537527,"But neither the power nor the obligation point to a right to promise.  The right exists because the very same interest on which the power to promise and the duty to keep promises are based is also the ground for holding others to be subject to a duty not to interfere with one's promising. The duty requires one not to prevent a person from promising (e.g. by denying him the means of communicating an intention to undertake by that very communication an obligation, or by stopping others from receiving such communications)."
9771,promise-v,801336,promises,537563,"This tour is organised for us by Newmarket Promotions.  Gateshead Festival, #79 DON'T miss what promises to be one of THE garden festivals of the year."
9772,promise-v,801338,promises,537527,"A man borrows money and transfers his land to the creditor, making the creditor legally owner.  He promises to pay on a definite date."
9773,promise-v,801339,promise,537527,"While the toddler prefers to tug the beard and poke a wet finger into my eye, four-year-old boys are generally serious, with a tendency to request ludicrously expensive presents.  Without the faintest regard for the parent cringing in the background, they will demand a data-base programmed computer, a compact disc player or a mountain bike. Yet there are others in this age group who really believe you've trekked all the way from the North Pole, and have painstakingly prepared letters for you and will promise to leave out some mince pies for Rudolph."
9774,promise-v,801341,promise,537527,"So much of our aid is given with strings.  (Take our aid, but you must promise to buy our goods and especially weapons.)"
9775,promise-v,801344,promised,537527,"The government says the rebels have suffered heavy losses, however, and claims they are on the brink of defeat.  More than 70,000 people &dash. most of them civilians killed by the military &dash. have died in the Salvadorean war since it began in 1979. WITH THE barbarities of a decade-long military dictatorship behind them, Uruguayans emerged this week into full democracy for the first time in 18 years, electing a president who promised to do nothing to upset their much-prized status quo."
9776,promise-v,801346,promised,537527,"The first hope of a breakthrough in the saga emerged during a meeting between Mr Shevardnadze and Hans-Dietrich Genscher, the West German Foreign Minister, at the United Nations.  The Soviet minister was `shattered"" by Mr Genscher's account of the nightmare conditions in which the refugees were living in Prague and promised to do all he could to help."
9777,promise-v,801350,promised,537527,"We have agreed to accept Stage 1 of the Delors Plan for economic and monetary union.  There's a whole mass of commitments there which have been entered into, but not yet fulfilled &dash. about state aid, about air fares. `If Europe is going to be serious, the first thing it has to do before making new communiques and new declarations is to carry out what it's already promised."""
9778,promise-v,801352,promised,537527,"Not all, however, feel embarrassed about their racism.  Arthur Morris, chairman of Durban's Civic Action League, promised yesterday that he would have teams of `scouts"" on the look-out ready to `complain all the time"" at the sight of any non-white who might presume to encroach on the sacred surf."
9779,promise-v,801354,promised,537527,"Hongkong Bank bought a 14.9% stake in Midland, paying #4.75 a share (Midland's shares price is now #3.43).  It signed a standstill agreement under which it promised not to increase its holding for three years."
9780,promise-v,801355,promised,537527,Communist rule came to an end in Czechoslovakia on Sunday.  Bulgarians were promised a multi-party system and free elections on Monday.
9781,promise-v,801356,promised,537527,"The ministry has also banned the use of the yellow colouring crocin and the brown colouring santalin but officials insist that there is no evidence that they are dangerous.  James Sharp, 48, a doctor who charged patients #700 for an experimental Aids treatment which he promised could enable them to live indefinitely, was ordered to be struck off after being found guilty of serious professional misconduct."
9782,promise-v,801358,promised,537527,"`I enjoy the power of influence &dash. it is the manifestation of the fact that you are doing something useful, I need that to survive,"" he says.  SIR JAMES GOLDSMITH's long battle for control of BAT Industries suffered another unexpected setback over the weekend when the chairman of Axa Midi, the French insurance company that has promised to buy BAT's Farmers Insurance group if the bid is successful, was admitted to hospital suddenly for heart surgery."
9783,promise-v,801363,promised,537527,"Almond Butana Nofomela, 32, said he and three fellow members of an assassination squad murdered Griffiths Mxenge on the orders of senior police officers.  MANILA (Reuter) &dash. Grenade explosions rocked the home of a US diplomat and an American embassy housing complex and Philippine officials were looking into the possible role of army rebels in the attacks. MADRID &dash. Basque terrorists who have promised not to shed more blood are being released from Spanish prisons, writes Tim McGirk."
9784,promise-v,801366,promised,537527,"Soon it will also be the site of a #300m car factory.  Under a giant makeshift marquee, Tadashi Kume, the president of Honda, promised that the Japanese company would become a `good citizen of Europe"" buying 80 per cent of components for its Swindon-built cars from European suppliers."
9785,promise-v,801369,promise,537527,"Violation of the duty not to interfere with a person's promising will frustrate his right to promise and the interest on which it is base, either by preventing the person from exercising his rights or by perverting the considerations on which he decides whether to promise or not.  The fact that such interferences with the right are infrequent is reflected by the fact that the right to promise is rarely invoked in ordinary practical discourse. To conclude, the power to promise and the right to promise are distinct notions."
9786,promise-v,801372,promise,537527,"Labour would not win the next general election on its own and should accept electoral reform, David Owen, SDP leader, told a Plymouth meeting.  `We used to have to promise to do things to get elected, and now we have to promise not to."" &dash. David Blunkett, in the Red Review."
9787,promise-v,801373,promised,537527,"It would cost between #200,000 and #350,000 depending on what was provided.  British Rail had promised that if a new station were built in Kidlington, services to and from Banbury would stop there, giving the village a train every two hours."
9788,promise-v,801376,promised,537527,"The Platters revived the style of the Ink Spots of the Forties and the Coasters (originally Robins) were their nearest rivals.  The emphasis of the hit songs was on true love as can only be experienced before the age of twenty, on the right side of the generation gap. The Coasters sang of `Young Blood"", the Everly Brothers sang `Bye Bye Love"" and `All I Have To Do is Dream"", Frankie Lymon and the Teenagers asked `Why Do Fools Fall In Love?"", Dion and the Belmonts expounded on `A Teenager In Love"", Tab Hunter suffered from `Young Love"", the baby-voiced Buddy Holly and the Crickets promised `That'll Be The Day"" and, most explicitly of all, Nat King Cole plaintively rebuked the middle-aged in the song `Too Young':"
9789,promise-v,801377,promised,537527,"The MIS, with its vast network of informers, was designed by General Ne Win to consolidate his hold on power.  Diplomats think that by releasing General Tin Oo now, General Ne Win may be trying to counter the growing power of the MIS head, Khin Nyunt. The military government, officially called the State Law and Order Restoration Committee, has promised to hold elections by May."
9790,promise-v,801379,promised,537527,"The British, again spurred by the Dominions, also relinquished their alliance with Japan.  As an alternative security for Japan, the British and the Americans promised not to develop their naval bases at Hong Kong and in the Philippines."
9791,promise-v,801380,promised,537527,"`No gun will be raised in Lebanon except the legitimate gun &ellip. we call for a life of dignity instead of mass suicide,"" he told the parliament.  He promised to form a national unity cabinet to implement the peace accord &dash. something Muawad was unable to do in the face of fierce opposition from Christian General Michel Aoun and his supporters."
9792,promise-v,801381,promised,537527,"But Mr Fitzwater did confirm that US officials had spoken directly to her husband, something previously denied.  US officials say privately that Washington promised the rebels that American troops would block two key roads leading to the headquarters of the Panamanian Defence Forces (PDF)."
9793,promise-v,801385,promised,537527,"A `host"" network &dash. like the BBC or Independent Television &dash. cannot be found to commit both resources and slots in its programming schedules 18 months before the event.  But both major networks have promised substantial coverage -Sheffield will hope for at least one daily 50-minute programme of highlights on BBC &dash. and is in negotiation with satellite broadcasters."
9794,promise-v,801386,promised,537563,The factory was eventually switched to the Continent as a result of the dispute.  WHAT promised to be one of the most controversial aspects of the Bill &dash. the abolition of the closed shop &dash. is now expected to give the Government the least trouble.
9795,promise-v,801387,promised,537527,"Featherstone lost the game 20-14.  David Oxley, the Rugby League's chief executive, has promised a full inquiry into the crowd misbehavior."
9796,promise-v,801388,promises,537563,"PRICES for Old Master paintings were going through the roof again at Christie's yesterday.  Heading the field was a Rubens landscape at #3.3m, an auction record for the artist, but much in line with Christie's hopes. Although A Forest at Dawn with a Deer Hunt is very dark, cleaning promises to bring out more depth, according to Christie's."
9797,promise-v,801389,promised,537527,"Nicholas Winterton, the Tory MP for Macclesfield, last night tabled a Commons amendment to block any pay increases for ministers until the plight of the war widows is debated.  THE CZECHOSLOVAK Prime Minister, Ladislav Adamec, bargained yesterday with the opposition over bringing more non-Communists into the government, and promised to resign if a new cabinet he is to announce tomorrow failed to win the people's confidence."
9798,promise-v,801396,promising,537527,"A spirited third set revival from Australian qualifier Wally Masur forced Becker into another third set tie-break which he edged 8-6 to win finally 6-7, 6-4, 7-6.  THE rebel English tour of South Africa, which has outraged anti-apartheid groups, may be postponed or even cancelled, a leading opposition newspaper in the Republic reported yesterday. The Weekly Mail in Johannesburg said the tour, scheduled to start in January, was out of place in the current political atmosphere, with new President F W de Klerk introducing or promising a series of reforms."
9799,promise-v,801397,promised,537527,"It was always Harley's way to get more frivolous the more serious things were.  `I'll find you some earrings,"" he promised, `and the car will come for you at six, ready or not."""
9800,promise-v,801398,promise,537527,"`And if you laugh I'll kill you.""  `I won't laugh, I promise."""
9801,promise-v,801400,promises,537527,"`He's going to have to hold down tremendous expectations, and it won't be long before people ask `What's democracy doing for me?""  ' Mindful of the business leaders and the generals, Mr Aylwin has repeatedly promised to build on the past, `maintaining an open and competitive economy with clear rules and stability"". Remembering the economic morass that followed the return to democracy in Brazil, Peru and Argentina, Mr Aylwin promises to preserve Pinochet policies he says resemble those of socialist Spain."
9802,promise-v,801401,promised,537527,"`Clearly there is a need for industry to stop the proliferation of `green"" symbols and develop standard European symbols,"" the survey said.  The Green Bill promised by the Government for the autumn is not expected to include measures to ban undesirable products or make them more expensive."
9803,promise-v,801402,promise,537527,I was horrified to discover that Mrs Arkwright of Railway Buildings owes sixpence for groceries.  I made father promise that he would never extend credit again.
9804,promise-v,801403,promise,537527,"College staff have issued a health warning: `because the issues raised during courses are of great importance and can seldom be separated from questions of personal transformation, students must expect to find the work emotionally as well as intellectually demanding.""  They promise they will not teach `any particular reassuring system of belief, nor is it a therapeutic or counselling centre."""
9805,promise-v,801404,promises,537527,"At the appointed time we take our position behind the Arc de Triomphe in an atmosphere of keen excitement.  Just as we round the Arc to start the performance, contrary to all promises the whole width of the avenue is awash with water."
9806,promise-v,801410,promising,537527,"But then last week, in a succession of unconnected incidents, some Labour MPs, notably Dave Nellist, lost their tempers.  Mr Foster is promising to respond with a lecture to the weekly meeting of the PLP today warning MPs to exercise a special self-control in the next two weeks in the face of `provocative government tactics""."
9807,promise-v,801413,promises,537563,"But Mr Mandela, who refused to answer any questions from journalists, skirted clear of the controversial remarks he made yesterday in Ireland when he suggested the British Government should talk to the IRA.  The streets of Abingdon will soon host the largest collection of MG sports cars seen in the town for more than a decade as the MG Car Club celebrates its Diamond Jubilee. The main purpose of what promises to be a major international gathering in the former home of the much-loved marque, is to celebrate the opening of the club's new office headquarters and archive centre in Cemetery Road close to where the former factory once stood."
9808,promise-v,801414,promised,537527,"`Time to move from dialogue to change"" said another.  Freedom to travel, already promised, has given way in the list of priorities to free elections, the legalisation of New Forum, the opposition group, and the disbanding of the secret police."
9809,promise-v,801415,promises,537527,"He recognized that the French had genuine, though in his opinion groundless, fears.  He sought to remove these fears by promises of British support which, he was confident, would never be called on."
9810,promise-v,801416,promised,537527,"One avenue open to Mr Lawson which has been pursued by Norman Tebbit, a former Tory Party chairman, is to take on a series of non-executive directorships in British industry.  Alternatively, there are some senior positions in the higher echelons of British industry due to become vacant over the next few years. Sir Eric Sharp, chairman of Cable and Wireless, is thought to be keen to stand down, though his job may already have been promised to Lord Young, who was ousted from the Cabinet in the last reshuffle."
9811,promise-v,801417,promises,537563,"AROUND the world, some 95 million engines are produced annually for automotive, marine, aircraft and industrial use.  Now an Australian inventor, Richard Sarich, has come up with a new design of engine that promises both lower fuel consumption and less environmental pollution."
9812,promise-v,801419,promising,537527,"What is her relationship to David Mamet?  The Queen's Film Theatre, University Square Mews, Belfast is promising a `Christmas rescue service for all harrassed parents."""
9813,promise-v,801420,promised,537527,Steve felt flustered.  `I promised my wife I'd stay until the final curtain &ellip
9814,promise-v,801422,promise,537527,One consents not only to actions but also to the holding of certain positions and to the imposition of duties and burdens.  Promises quite often concern the actions of others: to consent to be governed by another is to promise to obey him; to consent to his joining the expedition is to promise to provide him with the facilities and the help made available to members of the expedition. Finally these examples in which to consent is to promise refute the suggestion that in one case the purpose is to confer rights and in the other to undertake an obligation.
9815,promise-v,801423,promises,537563,"The Wallstrasse branch, one of five Deutsche Bank branches in the East German capital and 130 in the country as a whole, opened only a week ago and has had a steady stream of potential customers ever since as the West German banks embark on a drive for new business.  Sunday's opening promises to be a colourful and chaotic event, with the bank open 12 hours."
9816,promise-v,801424,promised,537527,"`We have no intention of imposing our views on others,"" he said.  Even South Africa seemed to have buried the hatchet with Swapo, and President F W de Klerk promised his co-operation `in a spirit of good-neighbourliness"". But there was less harmony in Pretoria itself, where the government has promised to investigate allegations that the security police ran a death squad to eliminate political opponents, notably the ANC."
9817,promise-v,801426,promised,537563,"In point of fact, Gerrard had never used it, not staying for as long as one night even after Gower moved in.  `You'll be completely private there,"" Gerrard had promised when he had offered it as a hideout."
9818,promise-v,801427,promise,537527,I'll come back &ellip  I promise &ellip
9819,promise-v,801428,promised,537527,"Something may have to be done.""  Dorothea could not bring herself to enquire further but was happy that the matter was in his hands, and she only promised to visit Kathleen Lavender that day, twelve miles away in the Hospital of the Cross."
9820,promise-v,801430,promised,537527,"Arun Nehru, a grandson of a cousin of Nehru, was made Minister of Commerce and Tourism, and Maneka Gandhi, the widow of a Nehru grandson, was appointed Minister of State for Environment and Forests.  Mr Singh took the portfolios of defence and science and technology, prompting cynics to suggest he could not trust colleagues with ministries prone to corruption. AMRITSAR &dash. Mr Singh, who has promised to give priority to tackling Sikh extremism, will visit the Golden Temple, the Sikh's holiest shrine, with Mr Lal today, Reuter reports."
9821,promise-v,801431,promise,537527,"But both stem from a common core, i.e. the interest of persons to be able to forge normative bonds with others.  That is why they coexist, and one has the power to promise if and only if one has the right to do so."
9822,promise-v,801432,promising,537527,"The results for the six months to the 30 June, which are merger accounted, are 44.7 per cent up on the pro forma figure for last year.  THE SELLOTAPE to Basildon Bond stationery group DRG, in a move to rally support against the #697m bid from Roland Franklin's Pembridge Investments, is promising a profits forecast, a statement on future dividend policy and further details of its property profits."
9823,promise-v,801433,promises,537563,"BR is now likely to pick a route through south London, substantial parts of which will travel overground and link to what it calls the existing `footprint"" of BR track.  The environmental compromise of tunnelling under London &dash. forced on a reluctant BR by the Government &dash. threatened to blight property in the vicinity. The prospect of running high-speed trains overground promises to provoke an even greater outcry."
9824,promise-v,801434,promise,537527,"I sell Amway products because the company operates only by direct selling (not through retail shops), and I saw being a distributor as a chance for me to raise funds for NCT (and my kids' playgroup!)  NCT has given me such a lot as I have moved twice when each of my children was 6 months, and as I attended really brilliant ante-natal classes before I had Debbie &ellip. and now that I am starting out on my ante-natal teacher training which will cost the branch #250 (This is actually the cheapest training offered by any charity e.g. a Relate counsellor costs #600 to train!), I want to raise some of the money myself. If some of you have had bad experiences with other `Amway people"" let me promise that I am not like that!"
9825,promise-v,801435,promises,537563,"Worse still, signs of renewed unrest have emerged.  About 700 people have been arrested during the past few days in police raids on shanty towns outside Rosario, where 14 people died in food riots in May. Resentment at the rich has helped propel the populist Mr Menem and his Peronist movement to power, but also promises to make his first days in office testing ones."
9826,promise-v,801440,promised,537563,America was underwhelmed.  It vaguely remembered the brilliant child gymnast Nadia once was &dash. the elfin figure with a dark prettiness that promised to bloom into beauty.
9827,promise-v,801445,promised,537527,"The levels we are finding are the sort that could occur naturally.""  The board has promised not to dilute the butter or the 1,500 tonnes of powder."
9828,promise-v,801446,promised,537563,"He was scragged by Mike Budd, Jeremy Cooper came away with the ball, Owain Williams acted as the link, and Kevin Ellis scored: three back-row forwards and their scrum-half in perfect harmony.  Wales's instant reaction, a try by Arthur Emyr, and subsequent steady improvement, bringing well-crafted tries for Emyr and Robert Jones, promised more than was later fulfilled."
9829,promise-v,801448,promises,537563,"Although sales have been hit the impact has been tiny when compared with Jaguar.  The Japanese too have demonstrated that the luxury car market can still be tackled profitability. The launch of the new Lexus range from Toyota, which is being sold entirely separately from traditional Toyota dealers, already promises to be a great success."
9830,promise-v,801449,promised,537527,THE SOUTH African government is to launch an AIDS education campaign in schools in response to alarming new figures about the spread of the disease.  It has also promised to review the ban on television advertising of condoms and the high import duty imposed on them.
9831,promise-v,801452,promises,537563,"Mr Shimell, handsome in profile and firm-voiced as ever, is apt to bawl.  Dale Duesing and Joan Rodgers as Figaro and Susanna are also a youthful inexperienced pair; she certainly promises to be memorable."
9832,promise-v,801454,promise,537527,"Marie-Agne&grave.s smiled at this youthful boast.  `You think I can't promise, but I can, I know exactly how."
9833,promise-v,801456,Promising,537527,"His best reporters were getting `instructions to give it their highest priority.""  Promising to keep Tiny Rowland informed of further progress, Trelford ended: `Your continuing interest and encouragement are much appreciated at the Observer."""
9834,promise-v,801457,promises,537656,"In the South, St Ignatius, from Enfield, are playing well with only one loss and Bloxham are unbeaten after five matches.  Wellington School's physically small side continue to prosper, losing only to St Paul's 8-4, and their match against unbeaten Epsom promises much."
9835,promise-v,801458,promises,537563,"A few years ago, making the journey overland across Asia was only for the intrepid few.  With the greatly increased numbers of backpackers and the rise of phenomena such as Khao San Road, cheap independent travel in Asia in the 1990s promises to be less like a weary forced march and more like an extended summer holiday."
9836,promise-v,801460,promise,537563,"Nevertheless, Storey is a name to watch in the Nineties.  As thirtysomething safeness spreads through the high street, her Jigsaw and own label designs promise to delay the moment when the fawn raincoat takes over the world."
9837,promise-v,801462,promised,537527,"The IRA specifically warned that Shorts would remain a target for further attacks.  After the July incident there were calls for tighter security, and the authorities promised to conduct a security review at Shorts and at the Harbour Airport."
9838,promise-v,801463,promise,537527,"Last night, a move to introduce such a scheme was defeated by just a dozen votes.  Organizations like the RSPCA say they're disappointed but promise to continue their battle for a scheme to be introduced."
9839,promise-v,801464,promised,537527,"The backs contain a diagram of the hole about to be played, alongside advertising slots.  Independent auditors will make checks to ensure advertisers get the service promised."
9840,promise-v,801465,promises,537563,"`He is giving me a nice feel on the gallops and you have to remember that he really knows Liverpool.""  Before Aintree, Little Polveir, winner of the Scottish equivalent in 1987, will continue his National service in the Welsh version at Chepstow on 23 December, while next year's Irish Grand National and the prospect of a #50,000 bonus is also on the agenda. While anno Domini will catch up with Little Polveir shortly, the Fyfield staying standard promises to be flown with continuing distinction by Boraceva."
9841,promise-v,801469,Promised,537527,"I was at work but Marilyn got a couple of hours off from the shop and went down there with him.  Promised the bloke the money, he did, more like her dad than &dash. just a friend."""
9842,promise-v,801470,promised,537527,"The joke amused Gower, especially as it was a joke arising from Gerrard's anxiety.  He promised he would resort to nothing as extreme as plastic surgery."
9843,promise-v,801472,promised,537563,"But the pitch, although still offering plenty of pace and bounce for the quick men, is less intimidating than it was.  Worcestershire scored 199 in their second innings, a total that promised at one stage to be much more substantial."
9844,promise-v,801473,promised,537527,"Perhaps this explains why they are eaten at Christmas; nothing less than a feast will do for their celebration.  If you want to order by mail, do not delay as the suppliers have promised they will do their utmost to ensure cheeses for Christmas, provided you send off for them now."
9845,promise-v,801474,promising,537527,"Mr Adamson said `only a handful"" of Britons were involved.  HIC and its associates sold worthless 1930 Weimar Republic bonds stolen from Berlin in 1945, promising investors returns of up to 45 per cent."
9846,promise-v,801475,promised,537527,"Photograph (omitted): Ex-servicemen show off their campaign medals during a protest sit-in outside the Indian President's residence in New Delhi.  Their demands include guaranteed employment in the civilian sector up to the age of 58 after they retire from the armed forces A CONTRITE Syria yesterday promised a full investigation into Turkish claims that two Syrian MiG-21 fighters shot down a civilian survey plane, killing five people, inside Turkish airspace."
9847,promise-v,801476,promises,537527,"Voss and Geilo are well-established international resorts; modern alternatives include Trysil, Oppdal and Hemsedal.  On an intermediate platform? Ali Ross, a small feisty Scotsman, promises to get you off it and onto the steeper slopes beyond."
9848,promise-v,801480,promised,537527,"But both seem to defeat the purpose behind the OFT's suggestion by charging the same for the policies offered #2 per #1,000 insured at Nationwide and #2.30 at Leeds.  Because it pays no commission to intermediaries, Direct Line has promised to cut 20 per cent off the insurance bills of some customers: those who have bought their houses in the past five years through one of the main building societies and have continuously insured their properties through them."
9849,promise-v,801482,promise,537527,"`We'll get married the minute I get back.  I promise."""
9850,promise-v,801484,promise,537527,"`I won't Dad.  I promise."""
9851,promise-v,801485,promise,537527,"Note that they are not what Westerners would call by the term clergy.  The &backquote.ulema do not possess or monopolize a unique mediating role between the believer and God; they cannot promise or refuse salvation or grace, and the keys to hell or paradise are not in their hands."
9852,promise-v,801486,promises,537563,"The women's event is tomorrow and the men's on Sunday.  NATIONAL call-ups have affected club selection for the Poundstretcher National League programme this weekend which promises to test teams who have just found form while offering little hope for those struggling to improve their lot, writes Bill Colwill."
9853,promise-v,801489,promised,537527,Sport and recreation clubs in Oxfordshire will be protected from large rate increases imposed under the Community Charge or Poll Tax.  District councils have promised to give non-profit-making organisations generous rate relief.
9854,promise-v,801490,promised,537527,"If found guilty, Mr Vlasi could face the death penalty.  The Yugoslav Federal President, Janez Drnovsek, has promised Mr Vlasi a free, public trial, but this looks unlikely in a climate of Albanian civil disorder in Kosovo and pressure within Serbia for Mr Vlasi's conviction."
9855,promise-v,801491,promises,537527,"Top Secret (1952), for example, touches on Cold War issues with its story of a sanitary engineer abducted to the Soviet Union in the belief that he is a bomb expert holding the secrets of a devastating new weapon.  All innocence, he calls out `Good old England. Up the Empire!"" to a group of communist students from the UK gathered at the bar of his hotel, promises to do something about the `blooming awful"" state of Soviet plumbing and ends up making a deal with Stalin with the insouciance of George Formby addressing himself to Hitler."
9856,promise-v,801492,promised,537527,"At Nantwich, this was just as well.  We were promised two hostesses."
9857,promise-v,801494,promised,537584,"After the tour round the cha&circ.teaux, I was taken to Cazaudehore la Foresti re, a restaurant in the forest outside Saint Germain-en-Laye.  My local host, the tourist authority, had promised the food would be superb."
9858,promise-v,801495,promised,537527,"The younger generation is represented by the primary school teacher Panai Kimova.  `The UDF promised to improve the education system by injecting money and giving a better deal than we now have,"" she said."
9859,promise-v,801496,promised,537527,"Squires recommended Arthur Sandford, chief executive of Nottinghamshire County Council, some weeks ago, but his appointment was delayed until yesterday because Bill Fox, the League president, favoured Gordon Taylor, of the Professional Footballers' Association.  Fox had promised the job to the players' union secretary in August as a plank in his own election platform, only to be overruled by the committee, who insisted that Taylor should be interviewed, along with the three other shortlisted candidates."
9860,promise-v,801507,promised,537563,"I should think the dogs of Stratford-upon-Avon are delighted with the council's collection!  Well, yesterday's forecast promised you snow, and this was the result."
9861,promise-v,801508,promise,537656,"In the South-west, King's Bruton defeated Wellington from Somerset 22-0 and Canford, who are enjoying a good season, overcame Monkton Combe 16-6.  But King's Taunton are currently unbeaten and promise much."
9862,promise-v,801509,promised,537527,Mr Baker is encouraging education authorities to recruit teachers from EC countries like West Germany and Denmark and his officials said Hong Kong should be seen in the same light.  A Department of Education spokesman said: `Ministers are studying the question of increased flexibility for immigrants from Hong Kong as promised by the Prime Minister in Parliament last week.
9863,promise-v,801510,promised,537527,"Paris &dash. An application for the cancellation of last year's referendum on the independence of New Caledonia has been made by an association which defends the memory of the four gendarmes who were killed by Kanak tribesmen in New Caledonia in June 1988, writes Patrick Marnham.  The application, to the Council of State, recalls that in the bill proclaiming the referendum, the French government promised not to amnesty anyone who was guilty of violent crimes."
9864,promise-v,801512,promised,537527,"But Sir Robert argued in his letter that BS had suffered considerable costs by producing strip products on three sites, when competitors are using single sites.  Ravenscraig had worse productivity than BS strip mills at Llanwern and Port Talbot, he said. Sir Robert appeared to rule out any deal to save the Ravenscraig strip mill, pointing out that BS had never promised to consider private bids for it."
9865,promise-v,801513,promises,537527,"It has been a surprise hit on the US ratings.  The cable channel, CNN, promises viewers of its twice-weekly show that they will see: `A sensual blonde ritually humiliating balding, middle-aged white males in public."""
9866,promise-v,801514,promised,537527,"And since landing charges are about a tenth of airline cost on such short-haul routes, this would push up costs by 4 per cent at the UK end.  Since some continental airports are just as dependent as London on duty-free sales, travellers face the prospect of ticket prices rising by up to 10 per cent &dash. rather different to the falling fares we have been promised from deregulation and greater aircraft efficiency."
9867,promise-v,801515,promised,537527,"FAIZABAD (Reuter) &dash. Prime Minister Rajiv Gandhi launched his party's campaign for this month's general election yesterday with a direct appeal to India's overwhelmingly Hindu population.  Addressing 80,000 people in a north Indian field, Mr Gandhi promised to restore a mythical Hindu kingdom of perfection under the deity Ram, if his party won on 22, 24 and 26 November."
9868,promise-v,801518,promised,537527,"It started life in May as a green paper, Removing Barriers to Employment, devoted to some hardly startling changes in industrial relations law.  The Government has since promised more complex measures, first to restrict unofficial strikes, such as those on the London Underground, and second to stop official strikes in essential services such as British Rail."
9869,promise-v,801519,promising,537527,"The wealthy French club, who paid Tottenham a British record fee of #4.5m for Chris Waddle in July, are unable to sign any more foreign players until the end of the season, but are seeking a written option to buy Saunders then.  They turned their attention to the 25-year-old Welshman after failing to persuade Liverpool to enter into a similar agreement, promising them first refusal in the event of Peter Beardsley becoming available for transfer."
9870,promise-v,801521,promised,537527,"`That little delicatessen throws off more money than you might realise,"" she explained with anxiety.  Chay promised her that, by the time she returned, even if she were, please God, to be back by the following afternoon, he would have found a sweet little house for them."
9871,promise-v,801522,promising,537527,"LIBRA (Sept 24-Oct 23): If you've been prevaricating, procrastinating or putting off until tomorrow what should be done today, you'll be pleased to know that tomorrow's here!  Now's your chance to clear any backlog of correspondence, tasks or chores you've been promising to catch up with and by July 29th you'll be giving yourself a pat on the back."
